match_id,team,player_id,player_name,period,zone,channel,metric_name,player_frame_count,occupation_share,team_density_share,avg_x_oriented,avg_y_oriented,confidence_level
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,166965,L. Lerager,1,attacking_third,left_channel,spatial_occupation,1403,0.009685,0.001847,23.9948,-24.4883,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,240529,J. Kuchta,1,defensive_third,central_channel,spatial_occupation,6173,0.064323,0.008126,-35.6625,-2.2096,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,551144,Franculino Dju,1,defensive_third,left_channel,spatial_occupation,343,0.002657,0.000452,-21.612,-24.2012,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,240529,J. Kuchta,1,defensive_third,left_channel,spatial_occupation,339,0.003532,0.000446,-22.5833,-15.0237,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,475413,Gabriel Pereira,1,attacking_third,left_channel,spatial_occupation,143,0.000987,0.000188,21.0064,-26.2987,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,494784,Oliver Sorensen,1,attacking_third,right_channel,spatial_occupation,678,0.00468,0.000893,27.0425,19.6292,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,433957,M. Mattsson,1,defensive_third,central_channel,spatial_occupation,12762,0.115505,0.016801,-33.4614,0.1288,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,433957,M. Mattsson,1,defensive_third,right_channel,spatial_occupation,1002,0.009069,0.001319,-27.5015,17.6161,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,193228,K. Diks,1,attacking_third,central_channel,spatial_occupation,5779,0.039894,0.007608,39.9057,2.211,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,193228,K. Diks,1,attacking_third,right_channel,spatial_occupation,2386,0.016471,0.003141,35.5398,19.9335,high
