match_id,team,opponent,period,minute_bin,metric_name,metric_value,metric_unit,zone,channel,interpretation_label,insight_text,dashboard_section,recommended_chart_type,priority_level
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,45,shots,0,count,,,low,FCK produced 0.00 shots in minute bin 45.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,45,danger_entries,13,count,,,high,FCK produced 13.00 danger entries in minute bin 45.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,45,threat,0.79,index,,,limited,FCK produced 0.79 threat in minute bin 45.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,45,final_third_entries,9,count,,,high,FCK produced 9.00 final third entries in minute bin 45.,Executive Match Overview,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,50,attacking_third_actions,35,count,,,high,FCM produced 35.00 attacking third actions in minute bin 50.,Territory & Control,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,50,box_entries,23,count,,,high,FCM produced 23.00 box entries in minute bin 50.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,50,shots,3,count,,,high,FCM produced 3.00 shots in minute bin 50.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,50,danger_entries,24,count,,,high,FCM produced 24.00 danger entries in minute bin 50.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,50,threat,1.5073,index,,,dominant,FCM produced 1.51 threat in minute bin 50.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,50,final_third_entries,11,count,,,high,FCM produced 11.00 final third entries in minute bin 50.,Executive Match Overview,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,50,attacking_third_actions,18,count,,,high,FCK produced 18.00 attacking third actions in minute bin 50.,Territory & Control,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,50,box_entries,14,count,,,high,FCK produced 14.00 box entries in minute bin 50.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,50,shots,0,count,,,low,FCK produced 0.00 shots in minute bin 50.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,50,danger_entries,16,count,,,high,FCK produced 16.00 danger entries in minute bin 50.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,50,threat,0.6,index,,,limited,FCK produced 0.60 threat in minute bin 50.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,50,final_third_entries,2,count,,,moderate,FCK produced 2.00 final third entries in minute bin 50.,Executive Match Overview,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,55,attacking_third_actions,19,count,,,high,FCK produced 19.00 attacking third actions in minute bin 55.,Territory & Control,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,55,box_entries,6,count,,,high,FCK produced 6.00 box entries in minute bin 55.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,55,shots,2,count,,,moderate,FCK produced 2.00 shots in minute bin 55.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,55,danger_entries,7,count,,,high,FCK produced 7.00 danger entries in minute bin 55.,Chance Creation & Final Third,dual-axis timeline,high
